,id,c_x0,c_x1,c_x2,c_y0,c_y1,c_y2,c_z0,c_z1,c_z2
0,1,0.11521163476506964,-4.535425553879109e-08,1.2031683218934473e-11,0.11521163476506964,0.0009636994218552602,-3.0839407236707254e-05,0.11521163476506964,-0.0019523164835653312,3.0839395205024035e-05
1,2,0.002978083898723588,-1.1106735092254474e-05,2.9053417576453208e-08,0.002978083898723588,7.242460122995631e-06,4.250549302133869e-09,0.002978083898723588,5.638515903228205e-05,-3.3303966878587076e-08
2,3,0.004997206527244724,-2.297558677282804e-05,7.433034883737494e-08,0.004997206527244724,1.6821728688408804e-05,1.788026627257928e-08,0.004997206527244724,9.331169667762721e-05,-9.221061510995422e-08
3,4,0.009599771438902227,-5.6829604984612273e-05,2.2737839026462564e-07,0.009599771438902227,5.090146786269002e-05,1.1613691467098859e-07,0.009599771438902227,0.0001730587632762628,-3.4351530493561423e-07
4,5,0.021813582694796288,-0.00014818478651123317,3.8971648306421343e-07,0.021813582694796288,0.0002227991799234712,1.4014606458281879e-06,0.021813582694796288,0.0003506808934905266,-1.7911771288924012e-06
5,6,0.03698855081556634,1.0080987674721074e-07,-1.525963069977453e-06,0.03698855081556634,0.0005783462361436572,6.264981116430637e-06,0.03698855081556634,0.0005072026953618501,-4.739018046453184e-06
6,7,0.021778688207253816,0.0001481990922086692,3.8977536160685156e-07,0.021778688207253816,0.00022270471904089462,1.401300562956514e-06,0.021778688207253816,0.0003500100793315088,-1.7910759245633656e-06
7,8,0.00956415524915191,5.6827855073778544e-05,2.2742618276369148e-07,0.00956415524915191,5.080947835088103e-05,1.159900592635031e-07,0.00956415524915191,0.00017237392822118313,-3.434162420271946e-07
8,9,0.004962952505654317,2.296207866072767e-05,7.436237331666606e-08,0.004962952505654317,1.6738991823067386e-05,1.7758809714385532e-08,0.004962952505654317,9.265285110351574e-05,-9.21211830310516e-08
9,10,0.0029465653822637605,1.10862253287899e-05,2.9070234928952346e-08,0.0029465653822637605,7.1723116572939104e-06,4.157719287174329e-09,0.0029465653822637605,5.5778710873674955e-05,-3.3227954216126674e-08
10,11,0.11521163476506961,-4.535425553879111e-08,1.203168321893448e-11,0.11521163476506961,-0.000963699421855271,-3.083940723670716e-05,0.11521163476506961,-0.0019523164835653268,3.083939520502394e-05
11,12,0.002978083898723576,-1.1106735092254465e-05,2.905341757645321e-08,0.002978083898723576,-7.24246012299563e-06,4.250549302133869e-09,0.002978083898723576,5.638515903228207e-05,-3.330396687858708e-08
12,13,0.0049972065272447155,-2.2975586772828042e-05,7.433034883737498e-08,0.0049972065272447155,-1.6821728688408808e-05,1.7880266272579276e-08,0.0049972065272447155,9.331169667762722e-05,-9.221061510995426e-08
13,14,0.009599771438902243,-5.6829604984612273e-05,2.273783902646256e-07,0.009599771438902243,-5.090146786269002e-05,1.1613691467098859e-07,0.009599771438902243,0.00017305876327626283,-3.435153049356142e-07
14,15,0.021813582694796274,-0.00014818478651123317,3.897164830642135e-07,0.021813582694796274,-0.00022279917992347117,1.4014606458281879e-06,0.021813582694796274,0.0003506808934905266,-1.7911771288924012e-06
15,16,0.03698855081556635,1.0080987674724533e-07,-1.525963069977453e-06,0.03698855081556635,-0.0005783462361436573,6.264981116430637e-06,0.03698855081556635,0.0005072026953618502,-4.739018046453184e-06
16,17,0.02177868820725383,0.0001481990922086692,3.8977536160685156e-07,0.02177868820725383,-0.0002227047190408946,1.4013005629565138e-06,0.02177868820725383,0.00035001007933150875,-1.7910759245633654e-06
17,18,0.009564155249151923,5.682785507377855e-05,2.2742618276369146e-07,0.009564155249151923,-5.0809478350881015e-05,1.1599005926350308e-07,0.009564155249151923,0.00017237392822118316,-3.4341624202719454e-07
18,19,0.00496295250565434,2.296207866072767e-05,7.436237331666605e-08,0.00496295250565434,-1.673899182306739e-05,1.7758809714385532e-08,0.00496295250565434,9.265285110351577e-05,-9.212118303105158e-08
19,20,0.0029465653822637336,1.1086225328789895e-05,2.9070234928952343e-08,0.0029465653822637336,-7.1723116572939104e-06,4.157719287174329e-09,0.0029465653822637336,5.577871087367493e-05,-3.3227954216126674e-08
20,r,0.37825484125663034,2.4695101213426693e-08,-5.2934621938115236e-11,0.37825484125663034,-2.4894230557168107e-15,5.518403424282873e-05,0.37825484125663034,8.515993506551614e-07,-5.5183981308206796e-05
21,gnd,0.03400720423610545,-5.1716695899024165e-09,1.2916754103447986e-07,0.03400720423610545,1.6940658945086007e-21,1.0835716024389744e-08,0.03400720423610545,0.0006523088155391181,-1.400032570588696e-07
