V
0.16723475149093409
0.0
0.0
0.0
-0.14597314925295996
-0.16887941458402647
-0.14597314925295996
0.0
0.0
0.0
-0.1672347514908408
0.0
0.0
0.0
0.14597314925312804
0.16887941458415223
0.14597314925312804
0.0
0.0
0.0
0.0
0.0
