% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 19 2024, 21:43"
% Dimension,3
% Nodes,1182
% Expressions,1
% Description,Electric potential
% Length unit,µm
% x,y,z,V2 (V)
0,0,0,-0.0994171257796832
0,0,-0.8929663049340348,-0.09976663295002873
-6.291975369522627E-18,-5.515341292221995E-17,-97.68607703327307,-0.02616061285796009
2.516790147809051E-17,2.206136516888798E-16,-99.99999999999996,-0.026145748851630065
0,0,-97.00844761996652,-0.026172360079197623
3.1459876847613136E-18,2.7576706461109974E-17,-1.0411371743108546,-0.09978758275839214
0,0,-1.1031066682894561,-0.09978346358947829
-6.291975369522627E-18,-5.515341292221995E-17,-1.3224020207900296,-0.09990876351681484
0,0,-1.8602157258854035,-0.10008544893119062
6.291975369522627E-18,5.515341292221995E-17,-1.5820678187874149,-0.10000027492305759
6.291975369522627E-18,5.515341292221995E-17,-1.9726883172283605,-0.10009907335468524
0,0,-3.996164454215794,-0.09851107611963374
-3.1459876847613136E-18,-2.7576706461109974E-17,-3.651894833928715,-0.09900355901362655
0,0,-3.425807236063953,-0.09927653447949213
1.5729938423806568E-18,1.3788353230554987E-17,-3.100699443500211,-0.09956420197195104
-6.291975369522627E-18,-5.515341292221995E-17,-2.7927895015022557,-0.09980182274100835
-6.291975369522627E-18,-5.515341292221995E-17,-4.979096343522208,-0.09682442597596766
-1.2583950739045254E-17,-1.103068258444399E-16,-5.2535167029935295,-0.09630201348020488
6.291975369522627E-18,5.515341292221995E-17,-5.871189851542603,-0.0950292528084004
6.291975369522627E-18,5.515341292221995E-17,-5.9551471547719,-0.09484551892562601
3.1459876847613136E-18,2.7576706461109974E-17,-4.581921624044874,-0.09752826278409037
0,0,-4.8336783532141885,-0.09708927576951318
-9.43796305428394E-18,-8.273011938332992E-17,-6.804172056829451,-0.09297837588759109
-3.1459876847613136E-18,-2.7576706461109974E-17,-7.668369913899645,-0.09103299988816524
6.291975369522627E-18,5.515341292221995E-17,-6.659738788082983,-0.0932857163217801
0,0,-8.824643096501752,-0.0882596218852004
-4.71898152714197E-18,-4.136505969166496E-17,-9.154465644653541,-0.08747498335699914
9.43796305428394E-18,8.273011938332992E-17,-10.965299754456188,-0.08321974568472429
-3.1459876847613136E-18,-2.7576706461109974E-17,-9.596050585790136,-0.08645131527859345
6.291975369522627E-18,5.515341292221995E-17,-9.418974703894946,-0.08687933030542166
0,0,-9.461050494973712,-0.08677711449357216
-3.1459876847613136E-18,-2.7576706461109974E-17,-11.52161471593611,-0.08191361338266347
0,0,-11.936044188140464,-0.08096027256944505
6.291975369522627E-18,5.515341292221995E-17,-12.3824921823961,-0.07993218177991286
6.291975369522627E-18,5.515341292221995E-17,-12.44502650470911,-0.07979113787576127
0,0,-12.981275689243963,-0.07859190937068881
6.291975369522627E-18,5.515341292221995E-17,-13.976137120476714,-0.07639885285904915
0,0,-14.49815369913032,-0.07526333990316013
0,0,-14.822105485208658,-0.07459152032025877
6.291975369522627E-18,5.515341292221995E-17,-15.247450683840915,-0.07370559147450077
0,0,-16.685412697121357,-0.07075481137768418
1.2583950739045254E-17,1.103068258444399E-16,-17.01429865578006,-0.07010745118000528
0,0,-17.96161673571269,-0.06830212342963596
1.2583950739045254E-17,1.103068258444399E-16,-20.381436789283264,-0.06395258031228061
2.516790147809051E-17,2.206136516888798E-16,-20.9653009914802,-0.062955602579779
-1.2583950739045254E-17,-1.103068258444399E-16,-19.620940285301792,-0.06529694906146342
-6.291975369522627E-18,-5.515341292221995E-17,-22.113330303287842,-0.06111788126329207
6.291975369522627E-18,5.515341292221995E-17,-23.036565546055858,-0.059693245432958925
6.291975369522627E-18,5.515341292221995E-17,-23.57977516740271,-0.058889793517672095
-1.2583950739045254E-17,-1.103068258444399E-16,-26.079608354577793,-0.05534743123598945
