% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 21 2024, 03:31"
% Dimension,3
% Nodes,3637
% Expressions,1
% Description,Electric potential
% Length unit,µm
% x,y,z,V2 (V)
-1.9538283937044146E-15,0,51.799999999999976,-0.008756515745820747
0,1.0000000000000002,51.79999999999998,-0.008624328230617139
-1.9538283937044146E-15,2,51.799999999999976,-0.00849491943095049
0,-0.9999999999997655,51.79999999999998,-0.008891555408716466
-1.9538283937044146E-15,-1.9999999999998026,51.799999999999976,-0.009029524262822042
-1.9538283937044146E-15,-2.999999999999801,51.799999999999976,-0.009170499693432397
0,3.0000000000000004,51.79999999999998,-0.008368218005259364
-1.9538283937044146E-15,4,51.799999999999976,-0.008244153170844133
-1.9538283937044146E-15,5,51.799999999999976,-0.008122657949892993
-1.9538283937044146E-15,-6.999999999999791,51.799999999999976,-0.009766126051282341
-3.907656787408829E-15,-5.999999999999793,51.79999999999997,-0.009612288965196112
-1.9538283937044146E-15,-3.9999999999997975,51.799999999999976,-0.00931456313939677
-1.9538283937044146E-15,-4.999999999999797,51.799999999999976,-0.00946179746541661
0,6.000000000000002,51.79999999999998,-0.00800366674984941
0,7.000000000000002,51.79999999999998,-0.007887115467752505
-1.9538283937044146E-15,8.000000000000002,51.799999999999976,-0.007772942769808455
0,9.000000000000002,51.79999999999998,-0.007661088676528784
1.9538283937044146E-15,10,51.79999999999999,-0.007551494220732498
-3.907656787408829E-15,10.999999999999998,51.79999999999997,-0.007444103710030638
-3.907656787408829E-15,12,51.79999999999997,-0.007338861930790481
-1.9538283937044146E-15,-7.999999999999791,51.799999999999976,-0.009923399384601513
-1.9538283937044146E-15,-8.999999999999789,51.799999999999976,-0.01008420336318602
-1.9538283937044146E-15,-9.999999999999785,51.799999999999976,-0.010248634056283935
-1.9538283937044146E-15,17.000000000000004,51.799999999999976,-0.006843071552551499
-1.9538283937044146E-15,18.000000000000004,51.799999999999976,-0.006749655118998732
-3.907656787408829E-15,16,51.79999999999997,-0.006938338859371993
-3.907656787408829E-15,14.999999999999998,51.79999999999997,-0.007035503579088268
-1.9538283937044146E-15,13.000000000000002,51.799999999999976,-0.007235715721816978
-1.9538283937044146E-15,14.000000000000002,51.799999999999976,-0.007134612842984216
1.9538283937044146E-15,20,51.79999999999999,-0.0065681982860356205
-1.9538283937044146E-15,18.999999999999996,51.799999999999976,-0.006658045391901094
-1.9538283937044146E-15,-10.999999999999785,51.799999999999976,-0.01041679128491874
-1.9538283937044146E-15,-11.999999999999783,51.799999999999976,-0.010588777937934122
-3.907656787408829E-15,-12.99999999999978,51.79999999999997,-0.010764699475288592
-1.9538283937044146E-15,-13.99999999999978,51.799999999999976,-0.010944664756843173
-3.907656787408829E-15,-14.999999999999774,51.79999999999997,-0.011128787443462917
-1.9538283937044146E-15,-15.999999999999773,51.799999999999976,-0.011317179671965173
-1.9538283937044146E-15,21,51.799999999999976,-0.006480071778016973
-1.9538283937044146E-15,24.000000000000007,51.799999999999976,-0.006225608479742428
0,25,51.79999999999998,-0.006143964250094416
0,26.000000000000004,51.79999999999998,-0.006063846080520842
-1.9538283937044146E-15,27.000000000000007,51.799999999999976,-0.005985219072087074
-3.907656787408829E-15,28,51.79999999999997,-0.0059080480314618366
-3.907656787408829E-15,22.000000000000004,51.79999999999997,-0.006393624224776982
-3.907656787408829E-15,28.999999999999996,51.79999999999997,-0.005832298736537046
-1.9538283937044146E-15,29.999999999999996,51.799999999999976,-0.00575793839290316
-3.907656787408829E-15,31,51.79999999999997,-0.005684934718957995
-3.907656787408829E-15,32,51.79999999999997,-0.005613257202611085
-1.9538283937044146E-15,23,51.799999999999976,-0.006308816278560659
-3.907656787408829E-15,37.99999999999999,51.79999999999997,-0.005209400139871331
-1.9538283937044146E-15,37,51.799999999999976,-0.0052737298814234095
-1.9538283937044146E-15,-18.999999999999766,51.799999999999976,-0.011909193407148203
0,-19.99999999999977,51.79999999999998,-0.012115896008650638
-1.9538283937044146E-15,-17.999999999999773,51.799999999999976,-0.01170725828101182
-1.9538283937044146E-15,-16.999999999999773,51.799999999999976,-0.011509963409948741
-1.9538283937044146E-15,-21.999999999999805,51.799999999999976,-0.012544142448428035
0,-22.9999999999998,51.79999999999998,-0.012765964395657917
0,-20.999999999999766,51.79999999999998,-0.012327499606782004
-1.9538283937044146E-15,-23.999999999999797,51.799999999999976,-0.012993112169688173
-1.9538283937044146E-15,-27.99999999999979,51.799999999999976,-0.013958003456841978
-1.9538283937044146E-15,-26.999999999999794,51.799999999999976,-0.01370801852362346
-3.907656787408829E-15,52.00000000000001,51.79999999999997,-0.004416882188260495
-1.9538283937044146E-15,53,51.799999999999976,-0.004367144373315212
-1.9538283937044146E-15,32.999999999999986,51.799999999999976,-0.005542875528966367
-1.9538283937044146E-15,34.00000000000001,51.799999999999976,-0.005473760243821653
-3.907656787408829E-15,35.00000000000001,51.79999999999997,-0.005405882857575317
-1.9538283937044146E-15,36,51.799999999999976,-0.00533921487582476
-1.9538283937044146E-15,42,51.799999999999976,-0.004963137372452542
-3.907656787408829E-15,41,51.79999999999997,-0.005023093848665281
-1.9538283937044146E-15,39.99999999999999,51.799999999999976,-0.005084107201817011
-1.9538283937044146E-15,38.99999999999999,51.799999999999976,-0.005146201137830575
-5.861485181113244E-15,54.99999999999999,51.79999999999996,-0.0042700953650839065
0,54.00000000000002,51.79999999999998,-0.004318221256329892
-3.907656787408829E-15,56.00000000000001,51.79999999999997,-0.004222750563810021
0,44.999999999999986,51.79999999999998,-0.004789380293212365
