% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 21 2024, 04:10"
% Dimension,1
% Nodes,10
% Expressions,1
% Description,Electric potential
% cln2x,V2 (V)
-2610,-1.9801960297882204E-5
-2030,-3.457760318697791E-5
-1450,-7.658402343737305E-5
-870.0000000000001,-1.9387291787056985E-4
-290.0000000000002,-7.43457891263467E-4
290.00000000000045,-0.007815240789337605
870.0000000000001,-5.588128966608851E-4
1450,-1.8814165335928439E-4
2030,-8.776426092433805E-5
2610,-5.249264526173943E-5
