% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 19 2024, 20:00"
% Dimension,3
% Nodes,1182
% Expressions,1
% Description,Electric potential
% Length unit,µm
% x,y,z,V2 (V)
0,0,0,-4.952756772084936E-4
0,0,-0.8929663049340348,-5.335607728095864E-4
-6.291975369522627E-18,-5.515341292221995E-17,-97.68607703327307,-0.012638993260178328
2.516790147809051E-17,2.206136516888798E-16,-99.99999999999996,-0.0126472183073408
0,0,-97.00844761996652,-0.012633567389756
3.1459876847613136E-18,2.7576706461109974E-17,-1.0411371743108546,-5.462938141777065E-4
0,0,-1.1031066682894561,-5.521665335184077E-4
-6.291975369522627E-18,-5.515341292221995E-17,-1.3224020207900296,-5.745199758070837E-4
0,0,-1.8602157258854035,-6.420052957759705E-4
6.291975369522627E-18,5.515341292221995E-17,-1.5820678187874149,-6.046799014480771E-4
6.291975369522627E-18,5.515341292221995E-17,-1.9726883172283605,-6.580052205252583E-4
0,0,-3.996164454215794,-9.99722050757414E-4
-3.1459876847613136E-18,-2.7576706461109974E-17,-3.651894833928715,-9.359788483708724E-4
0,0,-3.425807236063953,-8.951198954402366E-4
1.5729938423806568E-18,1.3788353230554987E-17,-3.100699443500211,-8.377196147466517E-4
-6.291975369522627E-18,-5.515341292221995E-17,-2.7927895015022557,-7.850136260674458E-4
-6.291975369522627E-18,-5.515341292221995E-17,-4.979096343522208,-0.0011881530565158685
-1.2583950739045254E-17,-1.103068258444399E-16,-5.2535167029935295,-0.0012423066968448295
6.291975369522627E-18,5.515341292221995E-17,-5.871189851542603,-0.001365062955862172
6.291975369522627E-18,5.515341292221995E-17,-5.9551471547719,-0.001381885347862223
3.1459876847613136E-18,2.7576706461109974E-17,-4.581921624044874,-0.0011110591184277374
0,0,-4.8336783532141885,-0.0011597599174288347
-9.43796305428394E-18,-8.273011938332992E-17,-6.804172056829451,-0.0015536915707049777
-3.1459876847613136E-18,-2.7576706461109974E-17,-7.668369913899645,-0.0017306478799044313
6.291975369522627E-18,5.515341292221995E-17,-6.659738788082983,-0.0015243012773150787
0,0,-8.824643096501752,-0.0019688605105146573
-4.71898152714197E-18,-4.136505969166496E-17,-9.154465644653541,-0.002037085271658908
9.43796305428394E-18,8.273011938332992E-17,-10.965299754456188,-0.0024127164667883264
-3.1459876847613136E-18,-2.7576706461109974E-17,-9.596050585790136,-0.002128550355125467
6.291975369522627E-18,5.515341292221995E-17,-9.418974703894946,-0.002091894129573524
0,0,-9.461050494973712,-0.0021006035430861554
-3.1459876847613136E-18,-2.7576706461109974E-17,-11.52161471593611,-0.0025280906902963546
0,0,-11.936044188140464,-0.0026140569763464096
6.291975369522627E-18,5.515341292221995E-17,-12.3824921823961,-0.002706685898803159
6.291975369522627E-18,5.515341292221995E-17,-12.44502650470911,-0.0027196482407978637
0,0,-12.981275689243963,-0.0028306938901046116
6.291975369522627E-18,5.515341292221995E-17,-13.976137120476714,-0.003036230779054188
0,0,-14.49815369913032,-0.003143860833109595
0,0,-14.822105485208658,-0.0032105140166479775
6.291975369522627E-18,5.515341292221995E-17,-15.247450683840915,-0.0032978621764204624
0,0,-16.685412697121357,-0.003591980415838925
1.2583950739045254E-17,1.103068258444399E-16,-17.01429865578006,-0.0036589972453088533
0,0,-17.96161673571269,-0.003851388193474988
1.2583950739045254E-17,1.103068258444399E-16,-20.381436789283264,-0.004337230947691203
2.516790147809051E-17,2.206136516888798E-16,-20.9653009914802,-0.004453245426458745
-1.2583950739045254E-17,-1.103068258444399E-16,-19.620940285301792,-0.004185398129341606
-6.291975369522627E-18,-5.515341292221995E-17,-22.113330303287842,-0.004679987255041149
6.291975369522627E-18,5.515341292221995E-17,-23.036565546055858,-0.004860912535410578
6.291975369522627E-18,5.515341292221995E-17,-23.57977516740271,-0.004966558936617601
-1.2583950739045254E-17,-1.103068258444399E-16,-26.079608354577793,-0.005446196763798414
-1.2583950739045254E-17,-1.103068258444399E-16,-26.11349866857748,-0.005452620331251931
0,0,-23.549494443197194,-0.0049606851103461535
-1.2583950739045254E-17,-1.103068258444399E-16,-28.08648818248459,-0.005823134027523536
0,0,-30.002504443721996,-0.006175786232377512
-6.291975369522627E-18,-5.515341292221995E-17,-30.10328699543533,-0.006194109252711584
0,0,-30.66476205633888,-0.006295745731283661
0,0,-36.40054891114713,-0.007295201451953216
0,0,-36.10924880475138,-0.007246160955444852
0,0,-35.98294442043162,-0.007224821289399683
-1.2583950739045254E-17,-1.103068258444399E-16,-42.33748118624316,-0.008248548593981083
6.291975369522627E-18,5.515341292221995E-17,-43.71472198398694,-0.008456683902154954
2.516790147809051E-17,2.206136516888798E-16,-36.53048915436559,-0.007317023585404138
3.1459876847613136E-17,2.7576706461109974E-16,-41.81708105737672,-0.008168259201859644
0,0,-45.72207958447228,-0.008752032769258018
1.2583950739045254E-17,1.103068258444399E-16,-48.281264019915064,-0.009113576211195592
-1.2583950739045254E-17,-1.103068258444399E-16,-49.540720898270244,-0.009284982818285575
2.516790147809051E-17,2.206136516888798E-16,-52.51956672339127,-0.00967338459709015
-5.033580295618102E-17,-4.412273033777596E-16,-56.32116950297499,-0.010134392070721438
0,0,-56.88186118342257,-0.01019909845208847
0,0,-57.21584530404734,-0.010237171143757747
0,0,-63.93568893867253,-0.010941383340730129
0,0,-65.71312558521785,-0.011106024286886252
-2.516790147809051E-17,-2.206136516888798E-16,-64.05776298565763,-0.01095301361907746
0,0,-67.73649629681137,-0.011284893016291358
0,0,-67.48940991677637,-0.011263680082767244
-1.2583950739045254E-17,-1.103068258444399E-16,-68.80925859805319,-0.011375264101842466
0,0,-79.12194796268292,-0.01207868708152227
5.033580295618102E-17,4.412273033777596E-16,-81.62843978535655,-0.012208124802394988
0,0,-89.59870519810008,-0.012501525100096693
0,0,-85.62869604228094,-0.012375738758986374
1.0067160591236203E-16,8.824546067555192E-16,-83.99589094705698,-0.012311958824108715
0,0,48.81153846153844,-0.008497544731303056
0,0,49.80769230769231,-0.008624766314453499
0,0,47.81538461538461,-0.008368118163955067
0,0,50.80384615384615,-0.008749782713762803
0,0,46.81923076923077,-0.008236490502134864
0,0,45.82307692307691,-0.008102665024760149
0,0,44.82692307692307,-0.007966648348282574
0,0,43.830769230769214,-0.00782844865622164
0,0,37.85384615384615,-0.006954068739524884
