% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 21 2024, 02:33"
% Dimension,1
% Nodes,10
% Expressions,1
% Description,Electric potential
% cln2x,V2 (V)
-2610,-7.550936479128356E-5
-2030,-1.2026097875829748E-4
-1450,-2.4942952766493964E-4
-870.0000000000001,-8.849791033129754E-4
-290.0000000000002,-0.006121916696412251
290.00000000000045,-4.5725103664946893E-4
870.0000000000001,-1.3909737176108456E-4
1450,-5.599604514532128E-5
2030,-2.521673125288207E-5
2610,-1.437939739855661E-5
