% Model,Untitled.mph
% Version,COMSOL 6.1.0.357
% Date,"Apr 21 2024, 03:49"
% Dimension,1
% Nodes,10
% Expressions,1
% Description,Electric potential
% cln2x,V2 (V)
-2610,-2.396504135996018E-5
-2030,-4.1898119455993035E-5
-1450,-9.347549833990443E-5
-870.0000000000001,-2.4602106738820734E-4
-290.0000000000002,-0.0011720079572631967
290.00000000000045,-0.0036312329451643334
870.0000000000001,-4.159575160723521E-4
1450,-1.5496707766552638E-4
2030,-7.299181525551036E-5
2610,-4.349800812831318E-5
