V
0.12269512607192748
0.0
0.0
0.0
-0.132178723662792
-0.15799725936432302
-0.132178723662792
0.0
0.0
0.0
-0.12269512607081523
0.0
0.0
0.0
0.1321787236654831
0.15799725936580708
0.1321787236654831
0.0
0.0
0.0
0.0
0.0
