V
0.3514178291945672
0.0
0.0
0.0
0.0
0.0
-0.3785803203629834
-0.45252860225231895
-0.3785803203629834
0.0
-0.35141782919138154
0.0
0.0
0.0
0.0
0.0
0.3785803203706911
0.45252860225656955
0.3785803203706911
0.0
0.0
0.0
