,V
0,0.0
1,2.0894238811552692
2,0.11030680525386556
3,-0.9512951750420074
4,0.4096518400145358
5,-0.9512951750420074
6,0.11030680525386556
7,2.0894238811552692
8,0.0
9,0.0
10,2.0894238811552692
11,0.11030680525386556
12,-0.9512951750420074
13,0.4096518400145358
14,-0.9512951750420074
15,0.11030680525386556
16,2.0894238811552692
17,0.0
18,-0.016039852800654543
19,-0.016039852800654543
20,0.0
21,0.0
