,V
0,0.0
1,0.0
2,-0.06084991472950575
3,0.022945222278291242
4,0.022945222278291242
5,0.022945222278291242
6,-0.06084991472950575
7,0.0
8,0.0
9,0.0
10,0.0
11,0.060849914729500215
12,-0.02294522227828232
13,-0.02294522227828232
14,-0.02294522227828232
15,0.060849914729500215
16,0.0
17,0.0
18,-0.01729456016593745
19,0.017294560165942063
20,0.0
21,0.0
