V
-0.06255866085034113
0.0
0.0
0.0
0.875
-0.5257651533968052
-0.5256398652287179
0.0
0.0
0.0
-0.06255866085034113
0.0
0.0
0.0
-0.525639865228718
-0.5257651533968052
0.875
0.0
0.0
0.0
0.0
0.0
