,V
0,-0.016039852800654543
1,0.0
2,2.0894238811552692
3,0.11030680525386556
4,-0.9512951750420074
5,0.4096518400145358
6,-0.9512951750420074
7,0.11030680525386556
8,2.0894238811552692
9,0.0
10,-0.016039852800654543
11,0.0
12,2.0894238811552692
13,0.11030680525386556
14,-0.9512951750420074
15,0.4096518400145358
16,-0.9512951750420074
17,0.11030680525386556
18,2.0894238811552692
19,0.0
20,0.0
21,0.0
