,0
0,-0.560972426149788
1,0.0
2,8.549190502742857
3,-1.291498926647253
4,-3.235179899132049
5,2.333338485670035
6,-3.235179899132049
7,-1.291498926647253
8,8.549190502742857
9,0.0
10,0.4297135097897514
11,0.0
12,8.549190502742857
13,2.1941725299973527
14,-4.549553250636716
15,1.0189651341653674
16,-4.549553250636716
17,2.1941725299973527
18,8.549190502742857
19,0.0
20,0.0
21,0.0
