,id,c_x0,c_x1,c_x2,c_y0,c_y1,c_y2,c_z0,c_z1,c_z2,residuals_x,residuals_y,residuals_z
0,1,0.14799254565339587,-7.004668824675607e-20,-1.0392180624328462e-09,0.1479858007980679,0.00124660680041627,-4.0541329340941295e-05,0.1479856854131498,-0.0026099657047427205,4.1902750038504306e-05,3.0183704736619547e-20,0.00012049763728933973,8.70022278861144e-05
1,2,0.002840323740905116,-1.1114154405687011e-05,2.9665238027123912e-08,0.0028403238815465966,7.014767045098312e-06,3.888017917053902e-09,0.002840323685619066,5.5967234502701784e-05,-3.352503722711225e-08,1.056390655273429e-12,3.62366032847038e-14,1.0142983961031724e-11
2,3,0.004871061125084079,-2.3305978659337527e-05,7.673925684816769e-08,0.004871061701243689,1.667623190512163e-05,1.74047205589598e-08,0.004871060741665501,9.471191200840184e-05,-9.402543184500081e-08,1.054520393378734e-11,3.57382316207618e-13,7.221953633792444e-11
3,4,0.009576843862640665,-5.86713076438885e-05,2.3992803124449835e-07,0.00957684656169473,5.169326734012148e-05,1.1785951235442977e-07,0.009576838966880044,0.00018000607122901658,-3.5713040893615576e-07,1.3231892379771915e-10,1.5641638498581885e-12,7.810967981285946e-10
4,5,0.022374002125634906,-0.00015714550528298654,4.2790008063887464e-07,0.022373969489815154,0.00023498470578859826,1.5128017331692554e-06,0.022373904942568548,0.00037602703057473054,-1.9345716869792083e-06,8.447071944630519e-10,9.78501261388533e-09,5.654628605422388e-09
5,6,0.03855344242543845,-7.05154928589205e-20,-1.6118642658564376e-06,0.03855307776221798,0.0006228119220771015,6.900414951808162e-06,0.038553226431508804,0.0005563201797619032,-5.218062322569499e-06,1.3612772220915804e-11,8.902937698216515e-07,8.96665877916075e-10
6,7,0.022374002125634895,0.00015714550528298624,4.2790008063892885e-07,0.022373969489815154,0.00023498470578859834,1.5128017331692554e-06,0.022373904942568548,0.0003760270305747306,-1.9345716869792625e-06,8.447071944685625e-10,9.785012613886227e-09,5.654628605422395e-09
7,8,0.009576843862640669,5.867130764388847e-05,2.3992803124449835e-07,0.009576846561694732,5.169326734012144e-05,1.1785951235446365e-07,0.009576838966880044,0.00018000607122901658,-3.5713040893615576e-07,1.323189237980916e-10,1.5641638498430597e-12,7.810967981286448e-10
8,9,0.004871061125084075,2.3305978659337527e-05,7.673925684816769e-08,0.00487106170124369,1.6676231905121643e-05,1.740472055894286e-08,0.004871060741665501,9.47119120084018e-05,-9.402543184500081e-08,1.0545203933670202e-11,3.5738231620862794e-13,7.221953633800374e-11
9,10,0.002840323740905118,1.1114154405687018e-05,2.9665238027108665e-08,0.0028403238815465966,7.014767045098318e-06,3.888017917053902e-09,0.002840323685619066,5.59672345027018e-05,-3.352503722711225e-08,1.05639065524693e-12,3.623660328146839e-14,1.0142983961053095e-11
10,11,0.1479925456533959,-1.4694946300065792e-19,-1.0392180624328462e-09,0.14798580079806775,-0.0012466068004162699,-4.0541329340941295e-05,0.1479856854131498,-0.00260996570474272,4.1902750038504306e-05,3.0183677602742e-20,0.00012049763728932618,8.700222788611386e-05
11,12,0.0028403237409051173,-1.1114154405687016e-05,2.9665238027123912e-08,0.0028403238815465953,-7.014767045098291e-06,3.8880179170623725e-09,0.0028403236856190646,5.596723450270178e-05,-3.352503722709192e-08,1.0563906552403882e-12,3.623660328054889e-14,1.0142983960997869e-11
12,13,0.004871061125084082,-2.3305978659337544e-05,7.673925684816769e-08,0.0048710617012436945,-1.6676231905121663e-05,1.740472055894286e-08,0.0048710607416655016,9.471191200840184e-05,-9.402543184500081e-08,1.0545203933879955e-11,3.5738231619596355e-13,7.221953633801225e-11
