V
142525759345297.56
0.0
0.0
0.0
-1.1695000382834332e+16
8771250287542271.0
-1.1695000382834332e+16
0.0
0.0
0.0
-142525759345297.56
0.0
0.0
0.0
1.1695000382834332e+16
-8771250287542272.0
1.1695000382834332e+16
0.0
0.0
0.0
0.0
0.0
