,id,c_x0,c_x1,c_x2,c_y0,c_y1,c_y2,c_z0,c_z1,c_z2,residuals_x,residuals_y,residuals_z
0,1,0.11521163476507319,-4.535434899370411e-08,1.2031646855662861e-11,0.1152119349918482,-0.0006884325622703651,-2.5049507065498392e-05,0.28839497568930966,-0.004630253941251452,2.4804712889989894e-05,1.386864239270795e-22,1.787539677386229e-06,1.9975884254695557e-08
1,2,0.0029780838913656816,-1.110772371312778e-05,2.9056360040602896e-08,0.0029780839112736506,4.4990114613005895e-05,5.315560278611631e-08,0.0009597359448323433,4.32574974878217e-05,-8.220849564052191e-08,1.5520159803585495e-14,3.14040873968485e-14,1.7508022416189757e-16
2,3,0.004997206500268948,-2.2978664674679475e-05,7.434113665483313e-08,0.004997206575127445,7.787203027070779e-05,1.1617357137550389e-07,0.0016880930188149638,7.380490965238114e-05,-1.9050513747368922e-07,1.5043942828024254e-13,2.619373202793222e-13,5.1393814165251817e-14
3,4,0.009599771359225025,-5.6840129179443595e-05,2.2741025756442123e-07,0.009599771727788638,0.00015834712679927405,3.192403518437149e-07,0.0036649907968792496,0.0001429762121815875,-5.466897138228972e-07,1.7586588947488823e-12,4.4131663337967885e-12,4.9818747495406764e-12
4,5,0.02181358397712475,-0.0001481580288112346,3.892036254210757e-07,0.021813586043418993,0.0004054053615226006,1.2488720573253578e-06,0.012729951626830617,0.000260463640123391,-1.6411796605839157e-06,1.1393382398072238e-11,1.7944002114889854e-10,5.258363229121025e-10
5,6,0.036988548248468145,1.0080847490250893e-07,-1.524936334635948e-06,0.0369885659501641,0.0007672734623066246,3.1819338755263845e-06,0.03510167716564271,0.00012281318876156263,-1.668665306381545e-06,5.2064900621480104e-14,1.6847950327520061e-09,2.794625887468385e-09
6,7,0.021778689489584682,0.00014817233470273836,3.8926250301379124e-07,0.021778691555887637,0.0004048642186214268,1.247937191993292e-06,0.012718493214166527,0.0002599654210142794,-1.6403036669575917e-06,1.1393217460339491e-11,1.79479612099748e-10,5.257560583084067e-10
7,8,0.009564155169475817,5.6838379739970704e-05,2.2745804961488294e-07,0.009564155538044404,0.00015779781843673076,3.183344374697351e-07,0.003653366251446013,0.00014246818152862563,-5.458315856790769e-07,1.7588164251058742e-12,4.418696645242121e-12,4.9747629338488185e-12
8,9,0.004962952478678533,2.296515710514443e-05,7.437316114788266e-08,0.004962952553537815,7.73476440268401e-05,1.1536389125472925e-07,0.001677002617090336,7.33170441082818e-05,-1.897274767342829e-07,1.504924660105551e-13,2.63005304521645e-13,5.080546898857204e-14
9,10,0.0029465653749051403,1.108721441755485e-05,2.9073177668576517e-08,0.002946565394810633,4.4511682587288885e-05,5.247391520684741e-08,0.0009496222201334574,4.2809456740024304e-05,-8.154362164674325e-08,1.5534852979518954e-14,3.167102015241505e-14,1.5032138952405625e-16
10,11,0.11521163476507316,-4.5354348993254043e-08,1.2031646855662861e-11,0.11521194662413552,-0.002063063330814868,2.480471288999076e-05,0.08375790435919643,0.0019040932863381873,-2.5049507065499693e-05,1.3868562479116975e-22,1.9975884254695994e-08,1.7875396773863708e-06
11,12,0.0029780838913656834,-1.1107723713127674e-05,2.9056360040602896e-08,0.0029780838848611426,3.474924024483597e-05,-8.220849564052868e-08,0.0007922768558263214,3.948871796431453e-05,5.315560278615697e-08,1.5520159799596645e-14,1.7508022389210736e-16,3.140408738471823e-14
12,13,0.00499720650026895,-2.2978664674679505e-05,7.434113665476537e-08,0.004997206482403708,5.408837423706079e-05,-1.9050513747368922e-07,0.0012785780755667929,6.584852074899183e-05,1.1617357137554455e-07,1.5043942830409517e-13,5.139381417325979e-14,2.6193732027153266e-13
13,14,0.009599771359225023,-5.6840129179443494e-05,2.2741025756454998e-07,0.009599771327430685,8.639596848464707e-05,-5.466897138228972e-07,0.002260498977616951,0.00012530700102316502,3.192403518436336e-07,1.7586588947212337e-12,4.981874749480137e-12,4.413166333778043e-12
