V
-0.004589013201840259
0.0
0.0
0.0
-0.031707275143006725
-0.04472271233170077
-0.031707275143006725
0.0
0.0
0.0
-0.01975263891673782
0.0
0.0
0.0
0.04194920371739778
0.04510847734633126
0.04194920371739778
0.0
0.0
0.0
0.0
0.0
