,0
0,-0.5788419410887451
1,0.0
2,0.0
3,6.077652520931969
4,-4.991201631526362
5,2.8060186214580827
6,-4.991201631526362
7,6.0754383540682415
8,0.0
9,0.0
10,0.4118439948507945
11,0.0
12,0.0
13,9.563323977576575
14,-6.30557498303103
15,1.4916452699534148
16,-6.30557498303103
17,9.561109810712846
18,0.0
19,0.0
20,0.0
21,0.0
