,V
0,0.0
1,0.0
2,1.9113289036013057
3,-1.380467240200126
4,0.5251749604253394
5,-1.380467240200126
6,1.9107877607737538
7,0.0
8,0.0
9,0.0
10,0.0
11,1.9113289036013057
12,-1.380467240200126
13,0.5251749604253394
14,-1.380467240200126
15,1.9107877607737538
16,0.0
17,0.0
18,-0.020407165851654935
19,-0.020407165851654935
20,0.0
21,0.0
