,id,c_x0,c_x1,c_x2,c_y0,c_y1,c_y2,c_z0,c_z1,c_z2,residuals_x,residuals_y,residuals_z
0,1,0.14799254565339587,-7.004668824675607e-20,-1.0392180624328462e-09,0.1479858007980679,0.00124660680041627,-4.0541329340941295e-05,0.38145886113461996,-0.006778244128957251,4.1902750038415836e-05,3.0183704736619547e-20,0.00012049763728933973,8.700222788611741e-05
1,2,0.002840323740905116,-1.1114154405687011e-05,2.9665238027123912e-08,0.0028403238815465966,7.014767045098312e-06,3.888017917053902e-09,-2.6283184284191052e-05,5.930213947233503e-05,-3.352503722769501e-08,1.056390655273429e-12,3.62366032847038e-14,1.0142983961017605e-11
2,3,0.004871061125084079,-2.3305978659337527e-05,7.673925684816769e-08,0.004871061701243689,1.667623190512163e-05,1.74047205589598e-08,-7.227780847176306e-05,0.00010406509714605509,-9.40254318460308e-08,1.054520393378734e-11,3.57382316207618e-13,7.221953633787075e-11
3,4,0.009576843862640665,-5.86713076438885e-05,2.3992803124449835e-07,0.00957684656169473,5.169326734012148e-05,1.1785951235442977e-07,-0.00025969503859492993,0.0002155316388070748,-3.5713040893824285e-07,1.3231892379771915e-10,1.5641638498581885e-12,7.810967981282409e-10
4,5,0.022374002125634906,-0.00015714550528298654,4.2790008063887464e-07,0.022373969489815154,0.00023498470578859826,1.5128017331692554e-06,-0.0011145355417586376,0.000568468658284649,-1.934571686984521e-06,8.447071944630519e-10,9.78501261388533e-09,5.6546286054197195e-09
5,6,0.03855344242543845,-7.05154928589205e-20,-1.6118642658564376e-06,0.03855307776221798,0.0006228119220771015,6.900414951808162e-06,-0.002025320073389466,0.001075387223700225,-5.218062322579799e-06,1.3612772220915804e-11,8.902937698216515e-07,8.966658779154971e-10
6,7,0.022374002125634895,0.00015714550528298624,4.2790008063892885e-07,0.022373969489815154,0.00023498470578859834,1.5128017331692554e-06,-0.0011145355417586376,0.0005684686582846487,-1.934571686984521e-06,8.447071944685625e-10,9.785012613886227e-09,5.654628605419988e-09
7,8,0.009576843862640669,5.867130764388847e-05,2.3992803124449835e-07,0.009576846561694732,5.169326734012144e-05,1.1785951235446365e-07,-0.0002596950385949414,0.00021553163880707512,-3.5713040893826996e-07,1.323189237980916e-10,1.5641638498430597e-12,7.810967981282361e-10
8,9,0.004871061125084075,2.3305978659337527e-05,7.673925684816769e-08,0.00487106170124369,1.6676231905121643e-05,1.740472055894286e-08,-7.227780847175483e-05,0.00010406509714605478,-9.402543184604435e-08,1.0545203933670202e-11,3.5738231620862794e-13,7.221953633794688e-11
9,10,0.002840323740905118,1.1114154405687018e-05,2.9665238027108665e-08,0.0028403238815465966,7.014767045098318e-06,3.888017917053902e-09,-2.6283184284190337e-05,5.9302139472335e-05,-3.352503722768823e-08,1.05639065524693e-12,3.623660328146839e-14,1.0142983961039957e-11
10,11,0.1479925456533959,-1.4694946300065792e-19,-1.0392180624328462e-09,0.14798580079806775,-0.0012466068004162699,-4.0541329340941295e-05,0.38145886113462,-0.006778244128957256,4.190275003841497e-05,3.0183677602742e-20,0.00012049763728932618,8.700222788611706e-05
11,12,0.0028403237409051173,-1.1114154405687016e-05,2.9665238027123912e-08,0.0028403238815465953,-7.014767045098291e-06,3.8880179170623725e-09,-2.6283184284175707e-05,5.930213947233439e-05,-3.352503722769501e-08,1.0563906552403882e-12,3.623660328054889e-14,1.014298396098339e-11
12,13,0.004871061125084082,-2.3305978659337544e-05,7.673925684816769e-08,0.0048710617012436945,-1.6676231905121663e-05,1.740472055894286e-08,-7.227780847174628e-05,0.00010406509714605437,-9.40254318460308e-08,1.0545203933879955e-11,3.5738231619596355e-13,7.221953633795299e-11
13,14,0.009576843862640669,-5.86713076438885e-05,2.3992803124449835e-07,0.009576846561694732,-5.169326734012148e-05,1.1785951235446365e-07,-0.0002596950385949285,0.0002155316388070748,-3.5713040893824285e-07,1.3231892379784938e-10,1.5641638497601823e-12,7.81096798128579e-10
14,15,0.022374002125634906,-0.0001571455052829865,4.2790008063887464e-07,0.022373969489815147,-0.00023498470578859834,1.5128017331692554e-06,-0.0011145355417586107,0.0005684686582846481,-1.9345716869846293e-06,8.447071944629344e-10,9.78501261388244e-09,5.654628605422352e-09
15,16,0.03855344242543845,-4.5104504441291493e-20,-1.6118642658564376e-06,0.03855307776221801,-0.0006228119220771019,6.900414951808271e-06,-0.0020253200733894713,0.001075387223700225,-5.218062322579799e-06,1.3612772220972678e-11,8.90293769821881e-07,8.966658779151e-10
16,17,0.022374002125634906,0.00015714550528298624,4.2790008063887464e-07,0.022373969489815147,-0.00023498470578859848,1.5128017331692554e-06,-0.0011145355417586376,0.0005684686582846489,-1.934571686984521e-06,8.447071944683444e-10,9.785012613880005e-09,5.654628605418377e-09
17,18,0.009576843862640667,5.867130764388841e-05,2.3992803124449835e-07,0.00957684656169473,-5.16932673401215e-05,1.1785951235442977e-07,-0.0002596950385949285,0.00021553163880707468,-3.5713040893824285e-07,1.3231892379827615e-10,1.5641638497764785e-12,7.810967981286364e-10
18,19,0.004871061125084075,2.330597865933753e-05,7.673925684816769e-08,0.0048710617012436945,-1.6676231905121653e-05,1.74047205589598e-08,-7.227780847175342e-05,0.00010406509714605472,-9.402543184604435e-08,1.0545203933772331e-11,3.573823161789748e-13,7.221953633801808e-11
19,20,0.002840323740905116,1.1114154405687e-05,2.9665238027117135e-08,0.0028403238815465953,-7.014767045098296e-06,3.888017917053902e-09,-2.6283184284182487e-05,5.930213947233467e-05,-3.352503722768823e-08,1.0563906552266884e-12,3.623660327941748e-14,1.0142983960990124e-11
20,r,0.4080941556403846,2.2883372619850724e-19,-6.150461332809037e-09,0.40810849126571624,-1.3010426069826053e-18,6.065012985776454e-05,0.24715052060549056,0.006396152116631881,-6.35335189672244e-05,1.0259381248185968e-18,1.617749193372269e-06,0.00036458948937206453
21,gnd,0.1243210772428383,2.658624663194435e-19,8.09181953462809e-07,0.12432107951996783,1.4251329337553603e-19,4.492629632890624e-08,-0.0006768153427971591,0.0025556093533027828,-8.536590410581496e-07,3.393740540809199e-14,3.3163697554442905e-16,6.957584891582226e-09
