V
-0.08195405810879411
0.0
0.0
0.0
0.17943546611587893
-0.5635782553876145
0.17977642866116136
0.0
0.0
0.0
-0.08195405810879411
0.0
0.0
0.0
0.17943546611587893
-0.5635782553876145
0.17977642866116136
0.0
0.0
0.0
0.0
0.0
