V
0.005931748900430153
0.0
0.0
0.0
-0.8109637668500852
0.6147093413978442
-0.8109637668500852
0.0
0.0
0.0
-0.005931748900435211
0.0
0.0
0.0
0.810963766850075
-0.6147093413978495
0.810963766850075
0.0
0.0
0.0
0.0
0.0
