,0
0,0.4206810940639077
1,0.0
2,0.0
3,-20.258146400926016
4,6.556840852340582
5,-1.2403794006522832
6,6.556840852340582
7,-20.255932234062282
8,0.0
9,0.0
10,-0.2536831478243631
11,0.0
12,0.0
13,4.617169902389851
14,4.739935762234441
15,-3.057284490758425
16,4.739935762234441
17,4.619384069253585
18,0.0
19,0.0
20,0.0
21,0.0
