,V
0,0.012607844671157518
1,0.0
2,0.0
3,0.0
4,0.6688209984571277
5,-0.3163242141707833
6,0.6688209984571277
7,0.0
8,0.0
9,0.0
10,0.012607844671207008
11,0.0
12,0.0
13,0.0
14,0.668820998457149
15,-0.31632421417075834
16,0.668820998457149
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
