,V
0,0.016039852800622253
1,0.0
2,-2.0894238811656045
3,-0.11030680524523138
4,0.951295175040024
5,-0.40965184001398464
6,0.951295175040024
7,-0.11030680524523138
8,-2.0894238811656045
9,0.0
10,0.016039852800622253
11,0.0
12,-2.0894238811656045
13,-0.11030680524523138
14,0.951295175040024
15,-0.40965184001398464
16,0.951295175040024
17,-0.11030680524523138
18,-2.0894238811656045
19,0.0
20,0.0
21,0.0
