V
0.16723475149141054
0.0
0.0
0.0
-0.14597314925199797
-0.16887941458354833
-0.14597314925199797
0.0
0.0
0.0
-0.16723475149037031
0.0
0.0
0.0
0.14597314925410254
0.16887941458463124
0.14597314925410254
0.0
0.0
0.0
0.0
0.0
