V
-0.06255866085034106
0.0
0.0
0.0
0.17468006738564074
-0.5257651533968046
0.174680067385641
0.0
0.0
0.0
-0.06255866085034106
0.0
0.0
0.0
0.17468006738564074
-0.5257651533968046
0.174680067385641
0.0
0.0
0.0
0.0
0.0
