,0
0,0.40281157912421056
1,0.0
2,-8.549190502785146
3,-12.888994953297518
4,4.800819119929597
5,-0.767699264862116
6,4.800819119929597
7,-12.888994953297518
8,-8.549190502785146
9,0.0
10,-0.2715526627640602
11,0.0
12,-8.549190502785146
13,11.98632135001835
14,2.983914029823455
15,-2.5846043549682576
16,2.983914029823455
17,11.98632135001835
18,-8.549190502785146
19,0.0
20,0.0
21,0.0
